Day,Weekday,Departure Time,SOC on Departure,Arrival Time,SOC on Arrival,Distance (km),Travel Time (min),Distance (km),Travel Time (min)
42,Sunday,No trips,32.0,,32.0,,
43,Monday,08:01,48.0,19:08,34.2,84.34,622
44,Tuesday,08:14,48.00,17:55,38.33,58.94,600
45,Wednesday,08:12,48.00,18:05,37.71,62.75,600
46,Thursday,07:48,48.0,18:01,35.4,77.10,613
47,Friday,07:50,48.0,17:50,33.9,85.97,623
48,Saturday,No trips,32.0,,32.0,,
49,Sunday,No trips,32.0,,32.0,,
50,Monday,08:09,48.0,18:37,34.3,83.45,618
51,Tuesday,07:48,48.00,17:55,37.30,65.24,600
52,Wednesday,07:45,48.00,18:09,38.60,57.29,600
53,Thursday,07:46,48.00,18:02,37.24,65.60,600
54,Friday,08:11,48.0,18:11,34.2,84.32,623
54,Friday,18:31,34.17,19:52,31.96,13.49,16
55,Saturday,No trips,32.0,,32.0,,
56,Sunday,No trips,32.0,,32.0,,
57,Monday,08:13,48.0,17:54,34.6,81.82,620
58,Tuesday,07:59,48.00,18:08,37.75,62.51,600
58,Tuesday,19:49,37.75,21:45,34.57,19.38,23
59,Wednesday,07:50,48.00,18:05,37.70,62.79,600
60,Thursday,07:47,48.00,18:07,38.41,58.49,600
61,Friday,07:46,48.0,18:01,36.5,69.90,615
62,Saturday,09:02,48.00,10:13,46.04,11.94,14
62,Saturday,17:41,46.04,19:14,43.49,15.58,19
63,Sunday,No trips,32.0,,32.0,,
64,Monday,08:11,48.00,18:10,37.17,66.02,600
65,Tuesday,08:13,48.00,17:45,37.16,66.12,600
66,Wednesday,07:53,48.00,18:14,37.90,61.57,600
67,Thursday,07:55,48.00,18:09,38.39,58.62,600
68,Friday,07:45,48.00,18:14,37.17,66.03,600
69,Saturday,No trips,32.0,,32.0,,
70,Sunday,No trips,32.0,,32.0,,
71,Monday,08:14,48.00,17:59,36.91,67.62,600
72,Tuesday,08:11,48.00,18:06,37.61,63.38,600
73,Wednesday,07:57,48.0,17:58,31.6,99.93,645
74,Thursday,08:03,48.0,18:11,34.2,83.82,621
75,Friday,08:11,48.00,17:57,38.56,57.57,600
76,Saturday,14:50,48.00,15:50,46.36,10.00,12
77,Sunday,No trips,32.0,,32.0,,
78,Monday,08:12,48.00,18:09,38.43,58.34,600
79,Tuesday,07:48,48.00,17:48,37.57,63.57,600
80,Wednesday,07:51,48.0,18:12,32.2,96.24,639
81,Thursday,07:52,48.00,18:11,38.36,58.78,600
82,Friday,08:05,48.00,17:45,38.59,57.39,600
83,Saturday,No trips,32.0,,32.0,,
84,Sunday,No trips,32.0,,32.0,,
85,Monday,08:04,48.00,17:47,37.10,66.45,600
85,Monday,19:29,37.10,21:28,33.85,19.82,24
86,Tuesday,08:14,48.00,17:52,38.03,60.81,600
87,Wednesday,08:06,48.00,18:06,38.22,59.66,600
88,Thursday,08:07,48.00,18:09,38.71,56.64,600
89,Friday,08:07,48.0,17:50,32.9,91.85,640
90,Saturday,No trips,32.0,,32.0,,
91,Sunday,No trips,32.0,,32.0,,
92,Monday,07:59,48.00,18:04,38.05,60.66,600
93,Tuesday,07:53,48.00,17:46,37.17,66.01,600
93,Tuesday,17:55,37.17,19:12,35.07,12.86,15
94,Wednesday,07:47,48.00,18:06,38.61,57.25,600
95,Thursday,08:09,48.00,18:08,36.90,67.66,600
96,Friday,08:13,48.0,19:42,34.7,81.35,623
97,Saturday,No trips,32.0,,32.0,,
98,Sunday,No trips,32.0,,32.0,,
99,Monday,07:47,48.00,17:48,38.19,59.83,600
100,Tuesday,07:49,48.00,18:05,38.67,56.87,600
101,Wednesday,07:53,48.00,17:57,36.84,68.03,600
102,Thursday,07:46,48.00,18:04,37.31,65.20,600
103,Friday,07:45,48.00,17:50,37.36,64.89,600
104,Saturday,No trips,32.0,,32.0,,
105,Sunday,No trips,32.0,,32.0,,
106,Monday,07:46,48.00,17:45,37.62,63.29,600
107,Tuesday,08:13,48.00,17:49,38.39,58.63,600
108,Wednesday,08:14,48.00,18:11,38.35,58.82,600
109,Thursday,08:00,48.0,19:08,36.0,72.98,617
110,Friday,07:49,48.00,18:06,36.79,68.33,600
111,Saturday,No trips,32.0,,32.0,,
112,Sunday,11:41,48.00,13:23,45.22,16.95,20
113,Monday,07:58,48.00,18:12,38.01,60.94,600
114,Tuesday,07:50,48.00,18:09,36.85,68.01,600
115,Wednesday,08:14,48.0,17:55,35.3,77.53,620
116,Thursday,08:04,48.00,18:13,37.30,65.26,600
116,Thursday,19:23,37.30,20:50,34.92,14.49,17
117,Friday,08:10,48.00,18:13,37.18,65.99,600
118,Saturday,No trips,32.0,,32.0,,
119,Sunday,No trips,32.0,,32.0,,
120,Monday,07:49,48.00,18:08,38.03,60.79,600
121,Tuesday,08:13,48.00,17:57,37.53,63.86,600
122,Wednesday,07:51,48.00,17:45,37.31,65.21,600
123,Thursday,08:13,48.0,18:03,34.8,80.70,620
124,Friday,07:58,48.00,18:03,37.65,63.09,600
125,Saturday,No trips,32.0,,32.0,,
126,Sunday,No trips,32.0,,32.0,,
127,Monday,08:13,48.0,17:50,36.8,68.42,613
128,Tuesday,07:47,48.0,18:14,36.9,67.52,612
129,Wednesday,07:46,48.00,18:05,38.56,57.56,600
130,Thursday,07:47,48.0,17:55,35.8,74.61,620
131,Friday,08:04,48.00,18:04,37.86,61.81,600
132,Saturday,No trips,32.0,,32.0,,
133,Sunday,13:56,48.00,15:43,45.07,17.87,21
134,Monday,07:54,48.00,17:52,37.78,62.32,600
134,Monday,19:59,37.78,21:21,35.52,13.78,17
135,Tuesday,07:56,48.00,18:06,38.38,58.63,600
136,Wednesday,07:53,48.00,18:02,38.14,60.13,600
137,Thursday,07:50,48.0,17:46,35.7,75.00,616
138,Friday,07:50,48.00,17:56,37.86,61.81,600
139,Saturday,No trips,32.0,,32.0,,
140,Sunday,No trips,32.0,,32.0,,
141,Monday,07:49,48.00,18:14,38.54,57.70,600
142,Tuesday,07:59,48.00,17:55,37.01,66.98,600
143,Wednesday,07:55,48.00,17:49,36.96,67.31,600
143,Wednesday,18:34,36.96,20:18,34.13,17.28,21
144,Thursday,07:50,48.00,18:14,37.00,67.05,600
145,Friday,08:12,48.0,18:13,35.0,79.32,622
146,Saturday,No trips,32.0,,32.0,,
147,Sunday,15:16,48.00,16:55,45.28,16.61,20
148,Monday,07:59,48.00,18:03,36.95,67.35,600
149,Tuesday,07:48,48.00,18:05,36.94,67.43,600
150,Wednesday,07:57,48.00,18:00,36.70,68.90,600
151,Thursday,08:12,48.00,18:07,36.97,67.28,600
152,Friday,08:10,48.0,17:58,35.9,73.93,617
153,Saturday,No trips,32.0,,32.0,,
154,Sunday,No trips,32.0,,32.0,,
155,Monday,07:48,48.00,17:47,37.54,63.77,600
156,Tuesday,07:49,48.0,17:58,35.8,74.13,614
157,Wednesday,07:52,48.0,18:05,34.5,82.19,623
158,Thursday,08:01,48.00,17:58,37.98,61.09,600
159,Friday,08:12,48.00,18:11,38.39,58.63,600
160,Saturday,No trips,32.0,,32.0,,
161,Sunday,No trips,32.0,,32.0,,
162,Monday,07:56,48.0,17:50,36.0,73.06,617
163,Tuesday,07:55,48.00,18:11,38.37,58.70,600
164,Wednesday,07:48,48.0,17:54,35.7,74.97,613
165,Thursday,08:12,48.0,17:48,30.7,105.74,653
166,Friday,08:08,48.00,17:57,37.03,66.90,600
167,Saturday,No trips,32.0,,32.0,,
168,Sunday,15:07,48.00,16:11,46.25,10.68,13
169,Monday,07:48,48.00,18:10,38.40,58.56,600
170,Tuesday,08:04,48.0,19:18,35.2,77.78,618
171,Wednesday,07:56,48.00,18:03,37.28,65.39,600
172,Thursday,08:10,48.00,17:54,37.76,62.46,600
173,Friday,08:13,48.00,18:03,37.10,66.49,600
174,Saturday,No trips,32.0,,32.0,,
175,Sunday,No trips,32.0,,32.0,,
176,Monday,07:48,48.0,19:32,28.6,117.96,668
177,Tuesday,07:55,48.0,17:55,30.6,106.02,651
178,Wednesday,08:09,48.00,18:04,38.58,57.45,600
179,Thursday,08:03,48.00,17:53,38.72,56.56,600
180,Friday,07:51,48.0,18:37,35.2,77.76,619
181,Saturday,No trips,32.0,,32.0,,
182,Sunday,18:30,48.00,20:06,45.38,15.95,19
183,Monday,08:11,48.00,17:48,37.22,65.72,600
184,Tuesday,07:45,48.00,18:02,37.31,65.21,600
185,Wednesday,07:50,48.00,18:10,38.68,56.82,600
185,Wednesday,19:35,38.68,20:57,36.42,13.77,17
186,Thursday,08:04,48.00,17:46,38.09,60.42,600
187,Friday,07:54,48.00,18:13,38.62,57.17,600
188,Saturday,No trips,32.0,,32.0,,
189,Sunday,No trips,32.0,,32.0,,
190,Monday,08:13,48.0,17:55,35.1,78.69,621
191,Tuesday,07:45,48.00,17:45,37.13,66.27,600
192,Wednesday,08:10,48.00,18:01,38.69,56.77,600
193,Thursday,08:04,48.00,17:55,36.93,67.50,600
193,Thursday,18:11,36.93,19:37,34.58,14.34,17
194,Friday,08:14,48.0,18:39,34.9,79.78,613
195,Saturday,08:13,48.00,09:49,45.35,16.13,19
195,Saturday,14:05,45.35,15:34,42.92,14.82,18
196,Sunday,12:35,48.00,14:30,44.86,19.12,23
197,Monday,08:02,48.0,17:51,35.9,73.72,618
198,Tuesday,08:07,48.00,18:06,37.88,61.70,600
199,Wednesday,07:52,48.0,18:43,28.8,117.05,659
200,Thursday,07:52,48.00,18:12,37.44,64.37,600
200,Thursday,18:53,37.44,19:58,35.67,10.79,13
201,Friday,07:55,48.00,18:02,37.83,62.01,600
202,Saturday,No trips,32.0,,32.0,,
203,Sunday,No trips,32.0,,32.0,,
204,Monday,08:13,48.00,18:13,36.95,67.36,600
205,Tuesday,08:06,48.00,18:07,38.44,58.30,600
206,Wednesday,08:02,48.00,17:46,37.49,64.06,600
207,Thursday,07:55,48.0,18:21,35.1,78.86,626
208,Friday,07:59,48.00,17:59,36.93,67.48,600
209,Saturday,No trips,32.0,,32.0,,
210,Sunday,No trips,32.0,,32.0,,
211,Monday,08:09,48.00,18:01,37.48,64.14,600
212,Tuesday,07:55,48.0,17:51,35.0,79.22,616
213,Wednesday,08:13,48.00,18:02,38.39,58.58,600
213,Wednesday,18:16,38.39,19:40,36.10,13.97,17
214,Thursday,07:52,48.00,17:47,38.04,60.74,600
215,Friday,07:51,48.00,17:57,37.61,63.36,600
216,Saturday,No trips,32.0,,32.0,,
217,Sunday,No trips,32.0,,32.0,,
218,Monday,07:52,48.00,18:01,36.93,67.51,600
219,Tuesday,07:45,48.0,17:55,35.0,79.13,624
220,Wednesday,07:54,48.0,17:48,35.2,77.80,612
221,Thursday,07:57,48.00,18:10,36.95,67.39,600
222,Friday,07:55,48.00,18:14,38.66,56.94,600
223,Saturday,08:57,48.00,10:50,44.93,18.75,22
224,Sunday,No trips,32.0,,32.0,,
225,Monday,07:52,48.00,17:53,37.21,65.80,600
226,Tuesday,08:03,48.0,18:01,31.3,101.63,645
227,Wednesday,08:13,48.00,17:49,36.98,67.18,600
228,Thursday,08:11,48.00,18:10,37.82,62.08,600
228,Thursday,19:07,37.8,20:45,32.4,32.97,40
229,Friday,07:50,48.0,18:00,35.3,77.50,615
230,Saturday,09:32,48.00,11:03,45.53,15.07,18
230,Saturday,19:29,45.53,20:31,43.81,10.45,13
231,Sunday,14:16,48.00,16:08,44.92,18.76,23
232,Monday,08:11,48.00,18:12,37.20,65.83,600
233,Tuesday,08:06,48.00,18:13,37.44,64.38,600
234,Wednesday,08:05,48.0,18:07,36.4,70.90,614
235,Thursday,08:13,48.00,18:06,37.26,65.50,600
236,Friday,07:51,48.00,17:50,37.14,66.23,600
237,Saturday,No trips,32.0,,32.0,,
238,Sunday,No trips,32.0,,32.0,,
239,Monday,07:50,48.0,17:51,35.3,77.53,616
240,Tuesday,07:55,48.00,18:01,37.16,66.12,600
241,Wednesday,07:55,48.00,18:08,36.74,68.67,600
242,Thursday,07:53,48.0,19:20,34.4,82.87,620
243,Friday,07:58,48.00,17:54,37.74,62.56,600
244,Saturday,No trips,32.0,,32.0,,
245,Sunday,09:09,48.00,11:08,44.75,19.84,24
245,Sunday,14:00,44.75,15:29,42.31,14.85,18
246,Monday,08:12,48.00,17:56,37.59,63.47,600
247,Tuesday,07:48,48.00,17:46,38.49,58.01,600
248,Wednesday,08:09,48.0,18:11,34.8,80.23,620
249,Thursday,08:10,48.00,17:47,36.84,68.03,600
250,Friday,07:59,48.00,17:46,37.70,62.80,600
251,Saturday,No trips,32.0,,32.0,,
252,Sunday,No trips,32.0,,32.0,,
253,Monday,07:52,48.00,18:03,37.32,65.12,600
254,Tuesday,08:02,48.00,17:45,36.89,67.75,600
255,Wednesday,08:10,48.0,17:50,35.1,78.88,622
256,Thursday,08:12,48.0,19:45,33.4,88.97,635
257,Friday,07:54,48.0,17:49,36.3,71.50,617
258,Saturday,No trips,32.0,,32.0,,
259,Sunday,No trips,32.0,,32.0,,
260,Monday,07:52,48.00,18:07,38.37,58.69,600
261,Tuesday,08:09,48.0,17:59,34.5,82.58,619
262,Wednesday,08:14,48.0,19:47,35.6,75.55,621
263,Thursday,08:06,48.0,18:05,34.8,80.41,622
264,Friday,07:46,48.00,18:07,36.89,67.72,600
265,Saturday,No trips,32.0,,32.0,,
266,Sunday,14:46,48.00,16:29,45.19,17.11,21
267,Monday,07:45,48.0,18:06,36.0,73.12,620
268,Tuesday,08:14,48.00,17:45,36.86,67.91,600
269,Wednesday,07:56,48.00,17:57,38.02,60.85,600
270,Thursday,07:47,48.0,17:47,32.2,96.60,636
271,Friday,07:45,48.00,18:02,38.40,58.55,600
272,Saturday,No trips,32.0,,32.0,,
273,Sunday,18:39,48.00,20:24,45.13,17.52,21
274,Monday,07:50,48.0,17:45,34.8,80.26,618
275,Tuesday,07:55,48.00,18:14,37.80,62.21,600
276,Wednesday,07:46,48.0,18:02,35.1,78.68,624
277,Thursday,07:51,48.00,17:51,36.93,67.50,600
278,Friday,07:54,48.0,18:06,36.0,73.36,620
279,Saturday,09:55,48.00,11:13,45.86,13.07,16
280,Sunday,No trips,32.0,,32.0,,
281,Monday,07:46,48.0,18:05,35.0,79.45,615
282,Tuesday,08:12,48.00,17:46,38.19,59.83,600
283,Wednesday,07:54,48.00,17:50,38.29,59.20,600
283,Wednesday,18:52,38.29,20:35,35.47,17.21,21
284,Thursday,07:52,48.00,18:10,37.59,63.46,600
285,Friday,07:51,48.0,17:59,35.8,74.22,617
286,Saturday,No trips,32.0,,32.0,,
287,Sunday,No trips,32.0,,32.0,,
288,Monday,07:56,48.0,18:00,35.0,79.33,615
289,Tuesday,07:55,48.00,18:05,37.60,63.43,600
290,Wednesday,08:06,48.00,18:02,37.13,66.29,600
291,Thursday,07:46,48.00,18:07,38.38,58.63,600
292,Friday,07:50,48.0,18:03,36.4,70.81,615
293,Saturday,No trips,32.0,,32.0,,
294,Sunday,19:17,48.00,21:14,44.82,19.41,23
295,Monday,07:59,48.00,17:45,38.10,60.38,600
296,Tuesday,08:02,48.00,17:57,36.94,67.42,600
297,Wednesday,08:01,48.0,18:12,36.7,68.96,613
298,Thursday,08:11,48.00,17:52,37.73,62.63,600
299,Friday,07:50,48.0,17:53,34.4,82.87,623
300,Saturday,No trips,32.0,,32.0,,
301,Sunday,11:54,48.00,13:48,44.88,19.03,23
301,Sunday,16:14,44.88,18:00,41.99,17.61,21
302,Monday,08:06,48.00,17:56,37.32,65.14,600
303,Tuesday,07:57,48.00,17:59,37.63,63.25,600
304,Wednesday,07:55,48.0,18:03,31.7,99.56,644
305,Thursday,07:56,48.00,18:07,36.91,67.62,600
306,Friday,08:05,48.00,18:12,37.17,66.02,600
307,Saturday,No trips,32.0,,32.0,,
308,Sunday,No trips,32.0,,32.0,,
309,Monday,07:47,48.00,17:51,36.91,67.64,600
310,Tuesday,07:50,48.0,18:04,34.9,80.11,615
311,Wednesday,08:14,48.00,17:50,37.65,63.11,600
312,Thursday,08:06,48.00,17:50,37.99,61.07,600
313,Friday,07:47,48.00,17:48,37.21,65.77,600
314,Saturday,No trips,32.0,,32.0,,
315,Sunday,No trips,32.0,,32.0,,
316,Monday,07:53,48.00,17:50,38.58,57.47,600
317,Tuesday,07:57,48.00,18:03,38.22,59.64,600
318,Wednesday,07:56,48.00,18:13,36.89,67.76,600
319,Thursday,08:08,48.00,17:47,37.90,61.57,600
320,Friday,07:52,48.0,17:53,35.3,77.27,619
321,Saturday,No trips,32.0,,32.0,,
322,Sunday,No trips,32.0,,32.0,,
323,Monday,08:03,48.00,18:00,37.00,67.07,600
324,Tuesday,07:59,48.00,17:50,38.12,60.26,600
325,Wednesday,07:56,48.00,17:56,36.78,68.43,600
326,Thursday,07:58,48.0,18:14,36.1,72.37,615
327,Friday,07:45,48.00,17:53,38.64,57.08,600
328,Saturday,09:30,48.00,10:39,46.11,11.54,14
329,Sunday,15:40,48.00,17:10,45.53,15.05,18
330,Monday,07:45,48.0,19:24,35.5,76.16,615
331,Tuesday,07:47,48.00,17:53,38.57,57.49,600
332,Wednesday,08:01,48.00,17:47,37.94,61.33,600
333,Thursday,08:02,48.0,17:49,35.4,77.01,614
334,Friday,08:09,48.00,17:57,38.57,57.50,600
334,Friday,19:05,38.57,20:31,36.20,14.43,17
335,Saturday,No trips,32.0,,32.0,,
336,Sunday,08:15,48.00,10:00,45.13,17.49,21
337,Monday,07:50,48.00,18:00,38.61,57.26,600
338,Tuesday,07:48,48.00,17:52,37.40,64.65,600
339,Wednesday,07:45,48.00,17:51,38.37,58.73,600
340,Thursday,08:11,48.00,18:13,38.72,56.57,600
341,Friday,07:49,48.00,18:05,37.87,61.74,600
342,Saturday,10:48,48.00,12:26,45.31,16.38,20
343,Sunday,No trips,32.0,,32.0,,
344,Monday,08:04,48.0,18:14,36.9,67.58,613
345,Tuesday,08:08,48.00,17:53,38.02,60.88,600
346,Wednesday,08:13,48.0,19:15,32.8,92.63,636
347,Thursday,08:07,48.0,17:56,35.3,77.63,615
348,Friday,08:05,48.00,17:52,38.46,58.18,600
349,Saturday,13:19,48.00,14:22,46.28,10.49,13
350,Sunday,No trips,32.0,,32.0,,
351,Monday,08:02,48.0,17:55,34.7,81.04,620
352,Tuesday,08:09,48.00,17:50,37.13,66.29,600
353,Wednesday,08:05,48.00,17:59,38.38,58.68,600
354,Thursday,08:11,48.00,17:47,37.42,64.54,600
355,Friday,07:48,48.00,17:46,36.96,67.31,600
356,Saturday,No trips,32.0,,32.0,,
357,Sunday,No trips,32.0,,32.0,,
358,Monday,07:48,48.00,17:57,37.41,64.59,600
359,Tuesday,08:07,48.0,18:08,27.2,126.94,672
360,Wednesday,07:53,48.0,18:03,36.8,68.55,613
361,Thursday,08:02,48.00,17:53,37.63,63.24,600
362,Friday,07:45,48.00,18:04,37.30,65.27,600
362,Friday,18:47,37.3,20:10,33.3,24.21,29
363,Saturday,17:07,48.00,18:31,45.71,13.95,17
364,Sunday,No trips,32.0,,32.0,,
365,Monday,08:01,48.00,18:12,38.41,58.46,600
