Day,Weekday,Departure Time,SOC on Departure,Arrival Time,SOC on Arrival,Distance (km),Travel Time (min),Distance (km),Travel Time (min)
48,Saturday,No trips,32.0,,32.0,,
49,Sunday,No trips,32.0,,32.0,,
50,Monday,07:47,48.0,18:12,31.9,98.19,636
51,Tuesday,07:59,48.0,17:51,36.5,70.02,613
52,Wednesday,07:49,48.00,17:58,38.58,57.43,600
53,Thursday,07:59,48.00,17:47,36.71,68.85,600
54,Friday,08:06,48.0,18:11,32.4,94.93,641
55,Saturday,No trips,32.0,,32.0,,
56,Sunday,No trips,32.0,,32.0,,
57,Monday,08:09,48.00,17:56,37.80,62.21,600
58,Tuesday,07:54,48.00,17:53,38.50,57.93,600
59,Wednesday,08:12,48.0,18:13,36.7,69.01,614
60,Thursday,07:47,48.0,19:10,34.5,82.19,618
61,Friday,07:47,48.00,18:07,37.53,63.85,600
62,Saturday,No trips,32.0,,32.0,,
63,Sunday,No trips,32.0,,32.0,,
64,Monday,07:48,48.00,17:56,37.80,62.21,600
64,Monday,18:21,37.80,19:41,35.62,13.29,16
65,Tuesday,08:08,48.00,17:58,38.73,56.55,600
66,Wednesday,07:56,48.00,18:10,37.61,63.35,600
67,Thursday,08:09,48.0,17:47,34.1,84.60,632
68,Friday,07:47,48.00,18:09,38.22,59.66,600
69,Saturday,No trips,32.0,,32.0,,
70,Sunday,08:28,48.00,10:24,44.84,19.29,23
70,Sunday,16:31,44.84,17:59,42.42,14.74,18
71,Monday,07:48,48.0,17:45,36.6,69.68,615
72,Tuesday,07:52,48.0,17:55,33.7,87.37,629
72,Tuesday,18:23,33.67,19:24,32.01,10.14,12
73,Wednesday,07:53,48.0,17:55,32.3,95.71,635
74,Thursday,08:12,48.00,17:50,37.31,65.16,600
75,Friday,07:58,48.00,18:10,38.06,60.63,600
76,Saturday,No trips,32.0,,32.0,,
77,Sunday,15:28,48.00,17:16,45.05,18.00,22
78,Monday,07:53,48.0,18:08,34.6,81.87,622
79,Tuesday,07:59,48.00,17:59,37.07,66.62,600
80,Wednesday,07:51,48.00,18:13,37.83,62.03,600
81,Thursday,08:13,48.0,17:53,35.4,77.02,618
82,Friday,07:52,48.00,18:05,37.06,66.68,600
83,Saturday,No trips,32.0,,32.0,,
84,Sunday,No trips,32.0,,32.0,,
85,Monday,07:55,48.0,17:53,34.0,85.13,630
86,Tuesday,07:48,48.0,18:04,36.3,71.18,615
87,Wednesday,08:12,48.00,17:57,37.87,61.79,600
88,Thursday,08:05,48.00,18:14,38.24,59.52,600
88,Thursday,19:55,38.24,21:30,35.63,15.91,19
89,Friday,08:09,48.00,18:14,37.74,62.56,600
90,Saturday,13:04,48.00,14:19,45.95,12.48,15
90,Saturday,15:48,45.95,16:53,44.16,10.95,13
91,Sunday,No trips,32.0,,32.0,,
92,Monday,08:13,48.00,17:46,37.51,63.97,600
93,Tuesday,07:59,48.00,17:58,37.47,64.21,600
94,Wednesday,07:48,48.00,17:46,37.56,63.64,600
95,Thursday,07:54,48.00,18:02,38.18,59.89,600
96,Friday,07:50,48.00,18:09,37.49,64.10,600
97,Saturday,10:50,48.00,12:47,44.80,19.52,23
98,Sunday,09:03,48.00,10:24,45.79,13.49,16
99,Monday,07:49,48.00,18:04,38.26,59.41,600
100,Tuesday,07:47,48.0,18:03,36.0,73.24,618
101,Wednesday,07:52,48.0,19:38,34.3,83.29,624
102,Thursday,07:47,48.00,18:08,36.96,67.29,600
103,Friday,08:10,48.00,17:47,38.46,58.19,600
104,Saturday,No trips,32.0,,32.0,,
105,Sunday,No trips,32.0,,32.0,,
106,Monday,07:55,48.0,18:01,36.5,70.40,613
107,Tuesday,08:05,48.00,18:02,37.24,65.62,600
108,Wednesday,07:47,48.00,18:12,36.82,68.16,600
109,Thursday,08:06,48.00,17:47,37.60,63.39,600
109,Thursday,18:05,37.60,19:46,34.86,16.73,20
110,Friday,08:02,48.00,17:52,37.93,61.43,600
111,Saturday,No trips,32.0,,32.0,,
112,Sunday,No trips,32.0,,32.0,,
113,Monday,08:11,48.00,18:11,38.59,57.38,600
114,Tuesday,08:08,48.00,18:09,37.20,65.86,600
115,Wednesday,08:01,48.00,17:59,38.49,57.97,600
115,Wednesday,18:29,38.49,19:44,36.43,12.58,15
116,Thursday,08:11,48.00,17:47,37.92,61.49,600
117,Friday,08:08,48.00,17:47,37.58,63.51,600
118,Saturday,19:55,48.00,21:50,44.83,19.30,23
119,Sunday,16:16,48.00,17:28,46.05,11.92,14
120,Monday,No trips,32.0,,32.0,,
121,Tuesday,13:45,48.00,15:38,44.90,18.87,23
122,Wednesday,11:24,48.00,12:24,46.36,10.02,12
123,Thursday,No trips,32.0,,32.0,,
124,Friday,09:55,48.00,11:15,45.80,13.44,16
125,Saturday,08:44,48.00,10:42,44.79,19.57,23
126,Sunday,No trips,32.0,,32.0,,
127,Monday,07:56,48.0,18:47,31.4,100.99,639
128,Tuesday,07:52,48.00,17:53,37.59,63.45,600
129,Wednesday,07:53,48.0,18:04,36.0,73.28,612
130,Thursday,07:53,48.0,17:58,35.3,77.19,620
131,Friday,07:49,48.0,17:51,34.5,82.01,617
132,Saturday,10:14,48.00,12:11,44.78,19.62,24
133,Sunday,14:47,48.00,16:43,44.82,19.39,23
134,Monday,13:42,48.00,15:15,45.46,15.50,19
135,Tuesday,14:07,48.00,15:59,44.94,18.64,22
136,Wednesday,No trips,32.0,,32.0,,
137,Thursday,09:02,48.00,10:54,44.95,18.59,22
138,Friday,No trips,32.0,,32.0,,
139,Saturday,No trips,32.0,,32.0,,
140,Sunday,18:03,48.00,19:58,44.84,19.26,23
141,Monday,07:51,48.0,18:04,35.3,77.42,617
142,Tuesday,08:07,48.00,17:50,37.29,65.29,600
143,Wednesday,07:53,48.00,18:11,38.42,58.43,600
144,Thursday,07:55,48.00,17:55,37.34,65.02,600
145,Friday,07:59,48.00,18:12,37.59,63.50,600
146,Saturday,No trips,32.0,,32.0,,
147,Sunday,No trips,32.0,,32.0,,
148,Monday,08:01,48.00,18:10,38.57,57.47,600
149,Tuesday,08:02,48.0,17:48,34.5,82.42,621
150,Wednesday,08:07,48.0,18:00,34.9,80.20,624
151,Thursday,08:04,48.00,17:59,38.63,57.15,600
152,Friday,07:57,48.0,17:49,34.9,80.19,620
152,Friday,18:46,34.9,20:04,31.0,23.62,29
153,Saturday,No trips,32.0,,32.0,,
154,Sunday,No trips,32.0,,32.0,,
155,Monday,07:49,48.00,17:45,38.28,59.25,600
156,Tuesday,07:54,48.00,17:53,37.13,66.27,600
157,Wednesday,07:56,48.00,18:09,36.93,67.48,600
158,Thursday,07:48,48.00,17:51,37.14,66.21,600
159,Friday,07:59,48.0,17:45,35.9,73.96,618
160,Saturday,11:19,48.00,12:26,46.16,11.20,13
161,Sunday,17:53,48.00,19:01,46.15,11.31,14
162,Monday,08:14,48.00,17:45,37.20,65.87,600
162,Monday,19:05,37.20,20:35,34.74,14.96,18
163,Tuesday,08:11,48.00,17:49,37.95,61.31,600
164,Wednesday,07:52,48.0,18:05,35.4,76.72,614
165,Thursday,08:11,48.00,17:56,38.59,57.38,600
165,Thursday,19:37,38.59,21:25,35.62,18.12,22
166,Friday,07:57,48.0,18:14,32.8,92.71,637
167,Saturday,No trips,32.0,,32.0,,
168,Sunday,08:37,48.00,10:02,45.68,14.16,17
169,Monday,07:51,48.00,17:58,37.76,62.41,600
170,Tuesday,08:12,48.00,18:09,37.03,66.88,600
171,Wednesday,07:45,48.00,18:01,37.00,67.08,600
172,Thursday,08:06,48.00,17:48,37.49,64.06,600
173,Friday,08:12,48.00,18:03,38.07,60.54,600
174,Saturday,No trips,32.0,,32.0,,
175,Sunday,No trips,32.0,,32.0,,
176,Monday,07:50,48.00,18:06,38.69,56.76,600
176,Monday,19:13,38.69,20:37,36.39,14.00,17
177,Tuesday,08:03,48.0,18:02,35.5,75.98,614
178,Wednesday,08:12,48.00,18:01,38.28,59.26,600
179,Thursday,08:07,48.00,17:46,38.27,59.33,600
180,Friday,07:56,48.00,17:48,38.44,58.29,600
181,Saturday,18:57,48.00,19:58,46.34,10.13,12
182,Sunday,No trips,32.0,,32.0,,
183,Monday,07:51,48.00,18:11,36.80,68.29,600
184,Tuesday,08:07,48.00,17:48,37.73,62.63,600
185,Wednesday,07:45,48.00,17:51,38.07,60.56,600
186,Thursday,08:06,48.0,18:14,30.0,109.71,662
187,Friday,07:52,48.00,17:57,37.55,63.74,600
188,Saturday,No trips,32.0,,32.0,,
189,Sunday,08:15,48.00,09:17,46.31,10.30,12
190,Monday,07:45,48.0,17:50,34.7,80.98,614
191,Tuesday,08:03,48.00,18:01,37.34,64.97,600
192,Wednesday,07:48,48.0,18:13,34.9,80.19,618
193,Thursday,08:04,48.00,18:05,37.02,66.97,600
194,Friday,07:58,48.00,18:02,36.82,68.15,600
195,Saturday,09:09,48.00,10:53,45.14,17.46,21
196,Sunday,No trips,32.0,,32.0,,
197,Monday,08:10,48.00,18:02,36.93,67.47,600
198,Tuesday,08:00,48.00,17:57,37.09,66.54,600
199,Wednesday,08:08,48.00,18:07,38.08,60.49,600
200,Thursday,08:11,48.00,18:03,38.46,58.20,600
201,Friday,07:58,48.00,17:51,38.10,60.38,600
202,Saturday,08:05,48.00,09:49,45.15,17.38,21
203,Sunday,No trips,32.0,,32.0,,
204,Monday,08:00,48.0,17:54,35.6,75.76,621
205,Tuesday,07:49,48.0,18:12,36.1,72.77,617
206,Wednesday,08:02,48.00,17:47,38.60,57.30,600
207,Thursday,08:13,48.0,17:49,34.9,79.80,620
208,Friday,08:14,48.00,17:52,36.84,68.02,600
209,Saturday,No trips,32.0,,32.0,,
210,Sunday,10:15,48.00,11:23,46.14,11.32,14
211,Monday,07:45,48.00,18:09,37.83,62.04,600
212,Tuesday,07:58,48.00,17:57,37.52,63.93,600
213,Wednesday,08:03,48.00,18:07,36.93,67.50,600
214,Thursday,08:08,48.00,17:54,38.70,56.70,600
215,Friday,07:51,48.0,18:37,35.5,76.05,620
216,Saturday,14:22,48.00,15:27,46.22,10.84,13
217,Sunday,19:18,48.00,20:28,46.10,11.58,14
218,Monday,08:01,48.00,17:58,36.76,68.56,600
219,Tuesday,07:58,48.00,18:09,38.35,58.83,600
220,Wednesday,07:48,48.00,18:08,37.12,66.36,600
221,Thursday,07:47,48.0,18:06,35.9,73.73,613
222,Friday,08:04,48.00,18:14,38.31,59.07,600
223,Saturday,No trips,32.0,,32.0,,
224,Sunday,No trips,32.0,,32.0,,
225,Monday,08:00,48.00,18:01,37.93,61.39,600
226,Tuesday,08:08,48.00,18:14,36.98,67.22,600
227,Wednesday,07:45,48.00,17:54,37.45,64.30,600
228,Thursday,07:59,48.0,17:51,34.1,84.65,621
229,Friday,07:59,48.00,17:49,38.57,57.51,600
230,Saturday,No trips,32.0,,32.0,,
231,Sunday,11:40,48.00,13:10,45.55,14.92,18
232,Monday,08:07,48.00,18:04,37.02,66.94,600
233,Tuesday,08:10,48.00,17:51,38.61,57.26,600
234,Wednesday,08:05,48.00,18:01,36.75,68.61,600
235,Thursday,07:47,48.00,17:55,37.64,63.20,600
236,Friday,08:04,48.0,18:08,34.0,85.04,620
237,Saturday,18:24,48.00,20:19,44.88,19.03,23
238,Sunday,10:43,48.00,12:39,44.84,19.25,23
239,Monday,08:02,48.00,17:55,37.96,61.21,600
240,Tuesday,08:05,48.00,17:52,38.05,60.65,600
241,Wednesday,07:50,48.00,17:47,37.55,63.70,600
242,Thursday,08:10,48.00,17:59,36.75,68.59,600
243,Friday,08:12,48.0,18:10,34.8,80.24,617
244,Saturday,13:04,48.00,14:23,45.85,13.14,16
245,Sunday,No trips,32.0,,32.0,,
246,Monday,07:47,48.00,17:49,36.76,68.54,600
247,Tuesday,07:55,48.00,17:55,38.19,59.80,600
248,Wednesday,07:47,48.0,18:09,36.1,72.76,616
249,Thursday,08:06,48.00,18:03,38.51,57.86,600
250,Friday,08:04,48.0,18:12,34.9,80.13,617
251,Saturday,No trips,32.0,,32.0,,
252,Sunday,No trips,32.0,,32.0,,
253,Monday,07:50,48.0,17:46,34.8,80.77,616
254,Tuesday,08:14,48.00,18:03,37.65,63.14,600
255,Wednesday,07:58,48.00,18:12,37.49,64.06,600
255,Wednesday,19:02,37.49,20:44,34.71,16.97,20
256,Thursday,07:47,48.00,17:46,38.28,59.25,600
257,Friday,08:10,48.00,18:13,38.72,56.61,600
258,Saturday,No trips,32.0,,32.0,,
259,Sunday,No trips,32.0,,32.0,,
260,Monday,No trips,32.0,,32.0,,
261,Tuesday,No trips,32.0,,32.0,,
262,Wednesday,14:46,48.00,16:14,45.60,14.66,18
263,Thursday,No trips,32.0,,32.0,,
264,Friday,08:16,48.00,09:48,45.48,15.35,18
265,Saturday,No trips,32.0,,32.0,,
266,Sunday,12:59,48.00,14:12,46.02,12.10,15
267,Monday,07:59,48.00,18:06,37.52,63.88,600
268,Tuesday,08:00,48.0,18:48,35.1,78.49,623
269,Wednesday,07:55,48.0,17:52,34.8,80.32,616
270,Thursday,08:05,48.0,18:13,34.5,82.02,623
271,Friday,08:01,48.00,17:52,37.57,63.57,600
272,Saturday,No trips,32.0,,32.0,,
273,Sunday,08:05,48.00,09:33,45.58,14.74,18
274,Monday,07:58,48.00,17:54,37.90,61.59,600
275,Tuesday,07:55,48.00,18:10,36.94,67.44,600
276,Wednesday,08:00,48.0,18:13,34.8,80.72,621
277,Thursday,08:02,48.00,18:03,37.13,66.27,600
278,Friday,08:05,48.00,17:45,38.71,56.64,600
279,Saturday,No trips,32.0,,32.0,,
280,Sunday,No trips,32.0,,32.0,,
281,Monday,No trips,32.0,,32.0,,
282,Tuesday,No trips,32.0,,32.0,,
283,Wednesday,No trips,32.0,,32.0,,
284,Thursday,No trips,32.0,,32.0,,
285,Friday,No trips,32.0,,32.0,,
286,Saturday,No trips,32.0,,32.0,,
287,Sunday,No trips,32.0,,32.0,,
288,Monday,08:13,48.00,18:11,38.50,57.92,600
289,Tuesday,07:53,48.00,18:10,38.31,59.11,600
290,Wednesday,08:10,48.00,17:46,38.65,57.04,600
291,Thursday,08:06,48.00,17:48,38.46,58.19,600
291,Thursday,19:11,38.46,20:17,36.68,10.85,13
292,Friday,08:11,48.00,18:03,37.23,65.67,600
293,Saturday,No trips,32.0,,32.0,,
294,Sunday,No trips,32.0,,32.0,,
295,Monday,07:52,48.0,17:56,36.3,71.48,616
296,Tuesday,07:46,48.00,17:59,38.48,58.02,600
297,Wednesday,07:57,48.0,18:04,35.8,74.29,612
298,Thursday,07:56,48.00,18:01,37.74,62.55,600
299,Friday,07:50,48.00,18:12,38.26,59.40,600
300,Saturday,No trips,32.0,,32.0,,
301,Sunday,17:37,48.00,19:30,44.94,18.68,22
302,Monday,No trips,32.0,,32.0,,
303,Tuesday,No trips,32.0,,32.0,,
304,Wednesday,No trips,32.0,,32.0,,
305,Thursday,09:07,48.00,10:53,45.08,17.79,21
306,Friday,19:44,48.00,20:53,46.13,11.43,14
307,Saturday,08:57,48.00,09:59,46.32,10.27,12
308,Sunday,No trips,32.0,,32.0,,
309,Monday,08:13,48.0,17:55,34.2,84.03,622
310,Tuesday,07:47,48.00,17:50,38.42,58.39,600
311,Wednesday,07:52,48.00,17:55,38.36,58.80,600
312,Thursday,08:07,48.0,18:01,34.0,85.32,624
313,Friday,08:03,48.00,17:55,38.12,60.23,600
314,Saturday,No trips,32.0,,32.0,,
315,Sunday,No trips,32.0,,32.0,,
316,Monday,08:10,48.0,17:55,34.4,83.20,617
317,Tuesday,07:47,48.00,18:05,36.79,68.37,600
318,Wednesday,07:51,48.00,18:10,38.34,58.90,600
319,Thursday,07:45,48.00,17:58,38.34,58.93,600
320,Friday,07:50,48.0,19:29,35.1,78.59,624
321,Saturday,No trips,32.0,,32.0,,
322,Sunday,17:59,48.00,19:24,45.67,14.23,17
323,Monday,07:55,48.00,18:10,38.20,59.77,600
324,Tuesday,07:52,48.0,18:05,36.7,68.88,614
325,Wednesday,08:09,48.0,17:51,35.4,76.97,619
326,Thursday,07:53,48.00,18:12,38.06,60.59,600
327,Friday,08:12,48.00,18:09,38.37,58.71,600
327,Friday,18:47,38.4,20:30,33.3,30.72,36
328,Saturday,No trips,32.0,,32.0,,
329,Sunday,17:36,48.00,19:01,45.69,14.09,17
330,Monday,07:56,48.0,18:40,32.6,93.77,644
331,Tuesday,08:06,48.00,18:02,38.30,59.14,600
332,Wednesday,08:06,48.00,18:05,37.15,66.14,600
333,Thursday,07:53,48.0,18:08,36.2,72.18,617
334,Friday,07:57,48.00,17:48,37.29,65.33,600
335,Saturday,No trips,32.0,,32.0,,
336,Sunday,No trips,32.0,,32.0,,
337,Monday,08:02,48.00,17:45,37.28,65.36,600
338,Tuesday,08:10,48.00,18:06,38.42,58.44,600
339,Wednesday,07:58,48.00,17:55,37.97,61.15,600
340,Thursday,07:55,48.00,17:53,37.11,66.41,600
341,Friday,07:48,48.0,18:06,32.4,95.44,637
342,Saturday,No trips,32.0,,32.0,,
343,Sunday,No trips,32.0,,32.0,,
344,Monday,08:13,48.00,18:06,38.49,58.01,600
345,Tuesday,07:52,48.00,17:56,38.13,60.21,600
346,Wednesday,07:48,48.0,17:50,35.1,78.41,623
347,Thursday,07:52,48.00,17:50,37.71,62.75,600
348,Friday,07:56,48.00,17:45,38.29,59.19,600
348,Friday,18:38,38.29,19:38,36.65,10.03,12
349,Saturday,No trips,32.0,,32.0,,
350,Sunday,No trips,32.0,,32.0,,
351,Monday,15:52,48.00,17:20,45.60,14.65,18
352,Tuesday,No trips,32.0,,32.0,,
353,Wednesday,No trips,32.0,,32.0,,
354,Thursday,13:00,48.00,14:45,45.13,17.51,21
355,Friday,No trips,32.0,,32.0,,
356,Saturday,No trips,32.0,,32.0,,
357,Sunday,15:25,48.00,16:56,45.50,15.23,18
358,Monday,07:57,48.00,18:05,37.96,61.22,600
358,Monday,19:50,37.96,20:58,36.09,11.42,14
359,Tuesday,07:46,48.00,18:05,38.72,56.57,600
360,Wednesday,08:02,48.0,18:11,35.1,78.67,617
361,Thursday,08:13,48.00,17:49,38.49,58.00,600
362,Friday,07:58,48.00,18:06,37.18,65.99,600
363,Saturday,No trips,32.0,,32.0,,
364,Sunday,11:47,48.00,13:00,45.98,12.31,15
365,Monday,07:46,48.0,18:02,35.8,74.50,615
